,Team,Over Record,Over %,Under %,Total +/-,Year,Rank,Record,FBS,FEI,OFEI,DFEI,NDE,NPD,NAY,NPP,ELS,GLS,ALS
647,Florida Atlantic,5-6-0,45.5,54.6,2.9,2012,106,3-9,2-9,-0.62,-0.86,-0.51,-1.18,-1.17,-0.129,-1.64,1.24,2.17,4.35
648,Utah,5-6-0,45.5,54.6,2.9,2012,58,5-7,4-7,0.08,-0.67,0.54,-0.38,-0.29,-0.046,-0.64,0.66,3.16,6.9
649,Pittsburgh,5-6-0,45.5,54.6,-2.9,2012,45,6-7,5-6,0.23,-0.11,0.65,0.25,0.25,0.011,-0.09,0.57,2.49,6.02
650,Kentucky,5-6-0,45.5,54.6,-0.7,2012,89,2-10,1-10,-0.39,-0.58,-0.37,-1.68,-1.65,-0.191,-1.38,1.15,3.97,7.84
651,Boston College,5-6-0,45.5,54.6,-2.6,2012,94,2-10,1-10,-0.43,-0.91,-0.02,-1.07,-0.92,-0.144,-0.28,0.79,2.96,6.29
652,Colorado State,5-6-0,45.5,54.6,0.9,2012,113,4-8,4-7,-0.71,-1.36,-0.54,-1.32,-1.33,-0.191,-0.7,0.32,1.63,4.25
653,Western Michigan,5-6-0,45.5,54.6,1.8,2012,98,4-8,3-8,-0.5,-0.52,-0.31,-0.11,-0.31,-0.033,0.16,0.14,0.72,3.03
654,Wyoming,5-6-0,45.5,54.6,5.6,2012,95,4-8,4-7,-0.47,-0.15,-0.74,-0.48,-0.45,-0.11,-0.57,0.34,1.64,4.31
655,Army,5-6-0,45.5,54.6,5.6,2012,110,2-10,2-9,-0.69,-0.21,-1.24,-0.95,-1.04,-0.017,-1.47,0.16,0.99,3.81
656,California,5-6-0,45.5,54.6,-0.2,2012,69,3-9,2-9,-0.14,-0.57,0.13,-1.09,-1.01,-0.142,-0.65,1.31,4.15,7.84
657,North Texas,5-6-0,45.5,54.6,-5.6,2012,102,4-8,3-8,-0.54,-0.8,-0.28,-0.85,-0.86,-0.086,-1.05,0.73,2.06,4.74
658,Ohio,5-6-1,45.5,54.6,-1.2,2012,84,9-4,8-4,-0.33,-0.42,-0.2,0.37,0.4,0.064,0.2,0.18,0.79,2.86
659,Middle Tennessee,5-6-0,45.5,54.6,-3.6,2012,78,8-4,8-3,-0.26,-0.24,-0.38,-0.09,-0.02,0.004,0.01,0.15,0.96,3.64
660,Virginia,5-6-0,45.5,54.6,-2.0,2012,83,4-8,3-8,-0.32,-0.87,0.44,-0.46,-0.58,-0.029,-0.17,0.26,1.93,5.83
661,Minnesota,5-6-1,45.5,54.6,-3.3,2012,74,6-7,5-7,-0.22,-0.83,0.42,-0.56,-0.56,-0.059,-0.66,0.62,2.89,6.64
662,Auburn,5-6-0,45.5,54.6,-4.0,2012,77,3-9,2-9,-0.25,-0.83,-0.06,-1.62,-1.47,-0.226,-1.64,2.38,5.29,8.18
663,Fresno State,5-7-0,41.7,58.3,1.0,2012,34,9-4,8-4,0.34,-0.15,1.05,1.16,1.04,0.168,1.32,0.76,1.98,4.54
664,Northwestern,5-7-0,41.7,58.3,1.9,2012,29,10-3,9-3,0.41,0.09,0.54,0.3,0.45,-0.005,-0.09,0.55,2.79,6.84
665,Tulane,5-7-0,41.7,58.3,3.0,2012,117,2-10,2-10,-0.82,-1.21,-0.68,-1.49,-1.23,-0.231,-1.86,0.22,1.32,4.67
666,Washington,5-7-0,41.7,58.3,-6.2,2012,55,7-6,6-6,0.13,-0.51,0.77,-0.16,-0.19,-0.044,-0.67,1.42,4.3,7.92
667,NC State,5-7-0,41.7,58.3,-0.5,2012,63,7-6,6-6,-0.05,-0.77,0.64,-0.02,-0.04,-0.011,-0.38,0.56,2.29,5.65
668,LSU,5-7-0,41.7,58.3,-1.7,2012,10,10-3,9-3,0.78,0.0,1.41,0.65,0.68,0.105,0.78,2.25,4.97,7.95
669,San Diego State,5-7-0,41.7,58.3,-1.0,2012,51,9-4,8-4,0.19,-0.11,0.47,0.68,0.75,0.031,0.61,0.31,1.68,4.63
670,Florida,5-7-0,41.7,58.3,-2.8,2012,6,11-2,10-2,0.84,-0.23,1.66,0.61,0.87,0.056,0.69,1.86,5.02,8.63
671,South Alabama,5-7-0,41.7,58.3,-0.6,2012,116,2-11,1-11,-0.81,-1.31,-0.33,-1.0,-1.11,-0.114,-1.43,0.15,0.92,3.75
672,Northern Illinois,5-8-0,38.5,61.5,1.3,2012,36,12-2,11-2,0.31,0.44,0.17,1.34,1.46,0.132,1.67,0.33,1.08,3.39
673,USC,5-8-0,38.5,61.5,-3.3,2012,20,7-6,7-6,0.5,-0.01,0.78,0.31,0.46,0.061,1.3,1.34,4.25,8.18
674,Tulsa,5-8-0,38.5,61.5,-1.5,2012,52,11-3,10-3,0.17,-0.35,0.75,0.6,0.59,0.104,0.68,0.29,1.87,5.69
675,South Florida,4-7-0,36.4,63.6,-3.7,2012,82,3-9,2-9,-0.31,-0.6,0.0,-0.76,-0.78,-0.091,-0.28,0.43,2.32,6.16
676,Akron,4-7-0,36.4,63.6,0.0,2012,118,1-11,0-11,-0.89,-1.04,-0.73,-1.22,-1.31,-0.146,-1.29,0.19,1.16,3.92
677,Mississippi State,4-7-1,36.4,63.6,-0.9,2012,42,8-5,7-5,0.29,-0.07,0.67,0.22,0.29,0.005,0.33,1.86,3.92,6.91
678,Texas State,4-7-0,36.4,63.6,3.2,2012,103,4-8,3-8,-0.55,-0.65,-0.7,-0.71,-0.59,-0.108,-1.11,0.26,1.38,3.98
679,Miami (OH),4-7-0,36.4,63.6,3.5,2012,114,4-8,3-8,-0.77,-0.53,-0.84,-0.88,-0.93,-0.103,-0.66,0.31,1.45,4.09
680,Iowa,4-7-0,36.4,63.6,-4.9,2012,68,4-8,3-8,-0.11,-0.88,0.52,-0.63,-0.71,-0.083,-0.92,0.53,2.71,6.57
681,Texas A&M,4-7-0,36.4,63.6,3.0,2012,2,11-2,9-2,1.22,1.81,0.9,1.82,1.67,0.236,1.89,1.8,4.64,8.15
682,Kansas,4-7-0,36.4,63.6,-4.8,2012,90,1-11,0-11,-0.4,-0.62,-0.1,-1.56,-1.68,-0.208,-1.77,1.38,4.71,8.56
683,Wake Forest,4-7-0,36.4,63.6,-0.4,2012,97,5-7,4-7,-0.49,-0.92,0.08,-0.88,-1.02,-0.172,-1.3,0.8,2.73,5.78
684,Stanford,5-9-0,35.7,64.3,-5.7,2012,13,12-2,12-2,0.68,0.0,1.27,0.71,0.68,0.094,0.91,1.48,4.69,9.03
685,Air Force,4-8-0,33.3,66.7,-3.8,2012,99,6-7,5-7,-0.51,-0.49,-0.45,-0.2,-0.3,-0.027,-0.19,0.3,1.28,3.74
686,BYU,4-8-0,33.3,66.7,-6.9,2012,25,8-5,7-5,0.46,-0.24,1.15,1.05,1.08,0.156,0.46,0.7,2.93,6.25
687,Connecticut,4-8-0,33.3,66.7,-6.0,2012,79,5-7,5-7,-0.27,-1.26,0.71,-0.25,-0.31,0.025,0.24,0.24,1.54,4.92
688,Iowa State,4-8-0,33.3,66.7,-4.9,2012,44,6-7,5-7,0.26,-0.25,0.62,-0.33,-0.29,-0.097,-0.81,1.36,4.64,8.75
689,Navy,4-8-0,33.3,66.7,-4.0,2012,88,8-5,7-5,-0.37,-0.38,-0.53,-0.57,-0.57,-0.096,-0.75,0.55,1.92,4.7
690,TCU,4-8-0,33.3,66.7,-5.4,2012,32,7-6,6-6,0.37,-0.51,1.33,0.12,0.1,0.049,-0.06,1.34,4.5,8.48
691,Rutgers,3-9-0,25.0,75.0,-9.7,2012,54,9-4,8-4,0.13,-0.92,1.15,0.36,0.3,0.0,0.33,0.24,1.7,5.33
692,New Mexico,3-9-0,25.0,75.0,-1.8,2012,108,4-9,3-9,-0.64,-0.56,-0.83,-0.75,-0.74,-0.082,-1.19,0.38,1.65,4.21
693,Toledo,3-9-0,25.0,75.0,-2.9,2012,66,9-4,8-4,-0.09,-0.37,0.13,0.14,0.17,0.021,-0.5,0.32,1.54,4.41
694,Utah State,3-9-0,25.0,75.0,-3.7,2012,24,11-2,10-2,0.46,-0.08,0.86,1.34,1.46,0.156,2.29,0.37,1.75,4.42
695,Notre Dame,3-10-0,23.1,76.9,-8.4,2012,7,12-1,12-1,0.83,0.48,1.31,1.2,1.09,0.142,1.33,1.68,4.45,8.27
696,Buffalo,2-9-0,18.2,81.8,-6.2,2012,104,4-8,3-8,-0.55,-1.21,0.19,-0.66,-0.79,-0.083,-0.35,0.52,1.7,4.38
697,Bowling Green,2-10-0,16.7,83.3,-12.0,2012,76,8-5,7-5,-0.23,-0.95,0.52,0.29,0.16,0.054,0.17,0.41,1.44,3.66
698,Michigan State,2-10-1,16.7,83.3,-7.5,2012,35,7-6,7-6,0.31,-0.55,1.41,0.44,0.41,0.062,0.18,0.99,3.88,7.95
699,Troy,11-1-0,91.7,8.3,6.8,2013,105,6-6,5-6,-0.63,-0.26,-1.15,-0.64,-0.58,-0.063,-1.06,0.32,1.35,3.65
700,Eastern Michigan,10-2-0,83.3,16.7,6.5,2013,125,2-10,1-10,-1.5,-1.32,-1.81,-2.58,-2.77,-0.303,-2.82,0.16,1.1,3.83
701,UAB,10-2-0,83.3,16.7,8.6,2013,116,2-10,1-10,-1.09,-0.79,-1.51,-1.75,-1.65,-0.196,-2.14,0.39,1.64,4.39
702,New Mexico State,9-2-0,81.8,18.2,6.7,2013,120,2-10,1-10,-1.15,-1.22,-0.86,-1.52,-1.69,-0.246,-2.44,0.39,1.59,4.22
703,Virginia,9-3-0,75.0,25.0,2.5,2013,85,2-10,1-10,-0.29,-0.96,0.5,-1.18,-1.19,-0.147,-1.87,0.96,3.68,7.79
704,New Mexico,9-3-0,75.0,25.0,16.8,2013,110,3-9,3-9,-0.8,-0.3,-1.78,-1.45,-1.37,-0.134,-1.42,0.16,1.11,3.92
705,Colorado State,9-3-1,75.0,25.0,7.9,2013,66,8-6,7-6,-0.06,-0.33,0.14,0.42,0.49,0.03,0.51,0.72,1.73,4.18
706,Indiana,9-3-0,75.0,25.0,10.7,2013,51,5-7,4-7,0.16,0.7,-0.52,-0.43,-0.34,-0.07,-0.38,1.19,4.0,7.5
707,Ohio State,10-4-0,71.4,28.6,7.8,2013,7,12-2,11-2,0.87,1.21,0.52,1.45,1.63,0.183,1.76,0.83,3.35,7.46
708,Florida State,10-4-0,71.4,28.6,4.5,2013,1,14-0,13-0,1.55,1.54,1.47,2.94,3.04,0.344,3.45,0.76,2.94,6.94
709,Buffalo,9-4-0,69.2,30.8,2.9,2013,67,8-5,7-5,-0.06,-0.47,0.22,0.45,0.42,0.047,-0.17,0.84,2.13,4.05
710,Texas A&M,9-4-0,69.2,30.8,4.1,2013,18,9-4,8-4,0.68,1.35,0.05,0.73,0.83,0.126,0.86,1.77,4.7,8.0
711,Baylor,9-4-0,69.2,30.8,3.8,2013,4,11-2,10-2,0.99,1.17,0.94,1.66,1.57,0.203,2.11,0.86,3.46,7.35
712,Texas Tech,8-4-1,66.7,33.3,2.1,2013,39,8-5,7-5,0.28,0.31,0.54,0.39,0.26,0.089,0.28,1.36,4.13,7.5
713,Colorado,8-4-0,66.7,33.3,4.2,2013,86,4-8,2-8,-0.3,-0.46,-0.04,-1.33,-1.5,-0.163,-1.46,1.6,4.65,7.72
714,Clemson,8-4-0,66.7,33.3,-0.6,2013,17,11-2,9-2,0.71,0.54,1.03,1.13,1.07,0.182,1.63,1.6,3.7,6.84
715,Georgia,8-4-1,66.7,33.3,4.0,2013,22,8-5,7-5,0.59,0.8,0.27,0.26,0.36,0.06,0.97,1.53,4.94,8.94
716,Air Force,8-4-0,66.7,33.3,5.8,2013,118,2-10,1-10,-1.11,-0.48,-1.89,-1.9,-1.81,-0.248,-1.38,0.19,1.19,4.01
717,Iowa State,8-4-0,66.7,33.3,7.5,2013,70,3-9,3-8,-0.07,-0.28,0.22,-0.69,-0.67,-0.121,-1.35,1.17,3.94,7.43
718,LSU,8-4-1,66.7,33.3,1.6,2013,11,10-3,9-3,0.79,0.96,0.75,1.06,1.08,0.112,1.3,1.61,4.68,8.13
719,Hawaii,8-4-0,66.7,33.3,9.2,2013,100,1-11,1-11,-0.49,-0.94,0.05,-0.68,-0.64,-0.099,-0.83,0.33,1.72,5.1
720,Arizona State,9-5-0,64.3,35.7,5.6,2013,9,10-4,9-4,0.84,0.79,0.82,0.62,0.61,0.109,0.5,1.93,6.07,10.41
721,Ball State,8-5-0,61.5,38.5,2.5,2013,65,10-3,9-3,-0.03,0.18,-0.12,1.21,1.21,0.138,1.31,0.12,0.58,2.53
722,Boston College,8-5-0,61.5,38.5,4.7,2013,63,7-6,6-6,0.0,-0.1,0.02,-0.28,-0.14,-0.049,0.37,1.38,3.45,6.67
723,East Carolina,8-5-0,61.5,38.5,5.8,2013,46,10-3,9-3,0.22,0.29,0.42,1.52,1.5,0.191,1.36,0.17,0.98,3.57
724,Georgia Tech,8-5-0,61.5,38.5,2.9,2013,36,7-6,5-6,0.33,0.25,0.35,-0.04,0.12,-0.007,-0.29,0.71,3.42,7.6
725,Vanderbilt,8-5-0,61.5,38.5,1.5,2013,42,9-4,8-4,0.28,-0.3,0.66,0.08,0.26,-0.016,0.06,1.13,3.85,7.18
726,Maryland,8-5-0,61.5,38.5,-1.8,2013,71,7-6,6-6,-0.09,-0.73,0.44,-0.27,-0.28,0.007,0.51,1.13,2.58,5.76
727,Washington State,7-5-1,58.3,41.7,3.7,2013,52,6-7,5-7,0.15,-0.27,0.38,-0.59,-0.53,-0.081,-0.85,2.07,5.54,8.74
728,Tulsa,7-5-0,58.3,41.7,0.6,2013,101,3-9,3-9,-0.52,-1.19,0.3,-0.69,-0.72,-0.094,-0.62,0.34,1.9,5.43
729,Arkansas,7-5-0,58.3,41.7,0.5,2013,77,3-9,2-9,-0.2,-0.21,-0.11,-0.88,-0.81,-0.127,-0.71,1.87,4.89,7.72
730,Alabama,7-5-1,58.3,41.7,-1.0,2013,2,11-2,10-2,1.2,0.97,1.32,1.65,1.73,0.222,2.15,1.24,4.12,7.71
731,Connecticut,7-5-0,58.3,41.7,2.4,2013,94,3-9,3-8,-0.39,-0.95,0.26,-0.64,-0.75,-0.116,-1.04,0.48,1.94,5.17
732,Oklahoma,7-5-1,58.3,41.7,0.1,2013,20,11-2,11-2,0.64,0.35,0.81,0.56,0.66,0.1,0.48,1.57,4.35,8.02
733,Illinois,7-5-0,58.3,41.7,7.4,2013,72,4-8,3-8,-0.1,0.21,-0.34,-0.52,-0.47,-0.078,-0.52,1.07,3.62,6.79
734,Penn State,7-5-0,58.3,41.7,2.3,2013,57,7-5,7-5,0.08,-0.47,0.73,0.32,0.28,0.065,0.43,0.83,3.08,6.48
735,Missouri,8-6-0,57.1,42.9,1.5,2013,8,12-2,11-2,0.87,0.69,1.14,1.14,1.14,0.111,1.28,1.4,4.8,9.09
736,Northern Illinois,8-6-0,57.1,42.9,1.1,2013,56,12-2,11-2,0.09,0.16,0.11,1.27,1.16,0.141,1.31,0.27,1.31,3.63
737,Auburn,8-6-0,57.1,42.9,5.7,2013,6,12-2,11-2,0.92,0.86,0.92,0.76,0.83,0.067,0.82,2.51,5.79,9.43
738,San Jose State,6-5-1,54.6,45.5,6.5,2013,88,6-6,5-6,-0.31,0.15,-0.71,-0.32,-0.37,-0.014,0.11,0.49,1.82,4.89
739,Iowa,7-6-0,53.9,46.2,-1.7,2013,28,8-5,7-5,0.42,-0.4,1.16,0.34,0.34,0.093,0.69,1.11,3.86,7.41
740,Louisiana,7-6-0,53.9,46.2,0.1,2013,87,9-4,8-4,-0.31,-0.35,-0.32,0.25,0.31,-0.009,-0.03,0.27,0.84,2.77
741,Cincinnati,7-6-0,53.9,46.2,-0.5,2013,59,9-4,8-4,0.07,-0.07,0.62,1.1,0.96,0.174,1.15,0.39,1.47,4.25
742,UNLV,7-6-0,53.9,46.2,3.4,2013,96,7-6,6-6,-0.43,-0.34,-0.27,-0.05,-0.17,-0.007,-0.31,0.26,1.44,4.41
743,Oregon,7-6-0,53.9,46.2,-2.9,2013,3,11-2,10-2,1.07,1.29,1.07,1.95,1.86,0.244,2.63,1.19,4.02,7.89
744,Marshall,7-6-1,53.9,46.2,2.5,2013,55,10-4,9-4,0.09,0.33,-0.09,1.2,1.21,0.144,1.29,0.18,0.92,3.5
745,Arkansas State,7-6-0,53.9,46.2,-4.2,2013,92,8-5,7-5,-0.38,-0.78,-0.23,-0.31,-0.16,-0.019,-0.88,0.74,1.83,3.85
746,San Diego State,7-6-0,53.9,46.2,4.0,2013,81,8-5,8-4,-0.26,-0.66,0.12,-0.02,-0.08,0.066,0.53,0.49,1.73,4.37
747,Boise State,7-6-0,53.9,46.2,1.0,2013,50,8-5,7-5,0.16,-0.03,0.23,0.58,0.8,0.04,0.76,0.51,2.09,4.96
748,Oregon State,7-6-0,53.9,46.2,6.3,2013,29,7-6,7-5,0.4,0.23,0.66,0.43,0.29,0.109,0.37,1.6,4.33,7.66
749,Texas State,6-6-0,50.0,50.0,-1.4,2013,112,6-6,5-6,-0.81,-1.58,-0.18,-0.65,-0.57,-0.09,-0.82,0.14,0.5,2.15
750,Purdue,6-6-0,50.0,50.0,-0.4,2013,111,1-11,0-11,-0.81,-1.12,-0.66,-2.42,-2.46,-0.322,-2.47,0.94,3.73,7.78
751,UTEP,6-6-0,50.0,50.0,3.9,2013,119,2-10,2-10,-1.14,-0.75,-1.73,-1.64,-1.73,-0.197,-2.62,0.3,1.13,3.48
752,NC State,6-6-0,50.0,50.0,-2.0,2013,80,3-9,2-9,-0.25,-0.8,0.11,-0.87,-0.89,-0.061,-1.05,1.16,2.81,5.81
753,Tennessee,5-5-2,50.0,50.0,-3.8,2013,62,5-7,4-7,0.03,-0.57,0.42,-0.98,-0.93,-0.083,-1.08,2.16,5.16,8.07
754,West Virginia,6-6-0,50.0,50.0,4.8,2013,68,4-8,3-8,-0.07,-0.55,0.36,-0.7,-0.69,-0.083,-0.44,1.11,3.65,6.92
755,Georgia State,6-6-0,50.0,50.0,0.1,2013,115,0-12,0-9,-1.03,-1.38,-0.99,-1.66,-1.69,-0.234,-1.67,0.64,1.18,2.79
756,Wyoming,6-6-0,50.0,50.0,1.8,2013,107,5-7,4-7,-0.66,-0.38,-0.79,-0.38,-0.56,-0.044,-0.04,0.16,1.09,3.59
757,Duke,6-7-1,46.2,53.9,1.1,2013,44,10-4,9-4,0.26,0.04,0.38,0.24,0.38,0.014,0.43,1.23,3.3,7.27
758,Nebraska,6-7-0,46.2,53.9,-0.3,2013,48,9-4,8-4,0.18,-0.31,0.66,0.26,0.18,0.015,0.2,0.75,3.11,6.59
759,Minnesota,6-7-0,46.2,53.9,-2.5,2013,49,8-5,7-5,0.17,-0.29,0.5,0.05,0.09,-0.037,-0.59,0.64,2.85,6.69
760,Houston,6-7-0,46.2,53.9,-5.7,2013,41,8-5,7-5,0.28,-0.35,0.82,0.42,0.42,0.035,0.44,0.54,2.21,5.77
761,Ole Miss,6-7-0,46.2,53.9,-6.0,2013,25,8-5,7-5,0.52,0.3,0.94,0.56,0.4,0.085,0.72,1.9,5.1,8.29
762,South Carolina,6-7-0,46.2,53.9,0.5,2013,12,11-2,10-2,0.78,0.87,0.96,1.07,0.96,0.12,0.85,1.27,4.58,8.7
763,Syracuse,6-7-0,46.2,53.9,-5.2,2013,69,7-6,6-6,-0.07,-0.53,0.39,-0.41,-0.42,-0.064,-0.74,1.15,3.03,6.91
764,Washington,6-7-0,46.2,53.9,-1.0,2013,10,9-4,8-4,0.8,0.55,0.99,0.78,0.91,0.088,0.78,1.64,4.74,8.43
765,UCLA,6-7-0,46.2,53.9,-2.3,2013,14,10-3,10-3,0.77,0.72,0.85,0.96,1.07,0.09,0.96,1.73,4.86,8.37
766,Fresno State,6-7-0,46.2,53.9,5.4,2013,53,11-2,10-2,0.14,0.31,0.1,1.05,0.95,0.142,1.11,0.27,1.15,3.73
767,Virginia Tech,6-7-0,46.2,53.9,-3.5,2013,40,8-5,7-5,0.28,-0.59,1.37,0.25,0.19,0.053,0.22,1.04,3.6,7.86
768,Pittsburgh,6-7-0,46.2,53.9,1.5,2013,54,7-6,6-6,0.1,-0.26,0.52,-0.06,-0.11,-0.023,0.01,1.17,3.43,7.45
769,Rice,6-7-1,46.2,53.9,-3.0,2013,73,10-4,10-4,-0.13,-0.57,0.21,0.25,0.28,0.05,0.02,0.43,1.86,4.96
770,Michigan,6-7-0,46.2,53.9,6.5,2013,37,7-6,7-6,0.3,0.05,0.57,0.35,0.36,-0.002,0.03,0.88,3.61,7.77
771,California,5-6-1,45.5,54.6,2.5,2013,97,1-11,0-11,-0.44,-0.63,-0.31,-1.94,-1.94,-0.222,-2.34,1.96,5.44,8.79
772,TCU,5-6-1,45.5,54.6,0.0,2013,47,4-8,3-8,0.2,-0.74,1.36,-0.04,-0.03,-0.006,0.12,1.33,4.13,7.5
773,Utah State,6-8-0,42.9,57.1,-7.2,2013,45,9-5,8-5,0.26,-0.78,1.16,0.56,0.62,0.058,0.42,0.35,1.93,5.43
774,Michigan State,6-8-0,42.9,57.1,-1.5,2013,19,13-1,12-1,0.66,-0.14,1.51,1.25,1.18,0.172,1.18,0.94,3.47,7.37
775,Stanford,6-8-0,42.9,57.1,-0.4,2013,5,11-3,11-3,0.95,0.5,1.19,0.92,1.05,0.124,1.5,2.04,5.96,10.02
776,UL Monroe,5-7-0,41.7,58.3,-3.4,2013,106,6-6,5-6,-0.65,-1.03,-0.12,-0.54,-0.77,-0.097,-0.84,0.65,1.67,3.84
777,Oklahoma State,5-7-1,41.7,58.3,-0.8,2013,15,10-3,9-3,0.76,0.35,1.45,1.12,1.05,0.11,1.19,1.28,4.2,8.1
778,Kent State,5-7-0,41.7,58.3,-5.9,2013,102,4-8,3-8,-0.54,-0.7,-0.56,-0.78,-0.84,-0.089,-0.49,0.4,1.69,4.42
779,Miami (OH),5-7-0,41.7,58.3,-6.2,2013,123,0-12,0-12,-1.32,-2.17,-0.72,-2.27,-2.15,-0.328,-2.7,0.17,1.07,3.94
780,Kentucky,5-7-0,41.7,58.3,-3.2,2013,90,2-10,1-10,-0.35,-0.29,-0.55,-1.41,-1.36,-0.191,-1.51,1.69,4.7,7.82
781,Temple,5-7-0,41.7,58.3,-2.1,2013,93,2-10,2-9,-0.39,-0.42,-0.43,-0.58,-0.66,-0.124,-0.92,0.53,2.08,4.95
782,Toledo,5-7-0,41.7,58.3,0.2,2013,64,7-5,6-5,-0.01,0.09,-0.27,0.17,0.27,0.065,0.45,0.5,1.99,4.72
783,Army,5-7-0,41.7,58.3,1.3,2013,108,3-9,2-9,-0.72,-0.73,-0.76,-0.83,-0.94,-0.116,-1.41,0.46,1.34,3.56
784,Utah,5-7-0,41.7,58.3,0.5,2013,38,5-7,4-7,0.3,-0.24,0.78,-0.43,-0.23,-0.077,-0.45,1.76,5.19,8.75
785,Western Kentucky,5-7-0,41.7,58.3,-0.8,2013,89,8-4,7-4,-0.31,-0.58,-0.06,0.38,0.4,0.117,0.65,0.11,0.49,2.49
786,Florida Atlantic,5-7-0,41.7,58.3,-2.8,2013,76,6-6,6-6,-0.19,-0.75,0.53,0.47,0.27,0.062,0.49,0.5,1.72,4.19
787,Mississippi State,5-8-0,38.5,61.5,-4.3,2013,27,7-6,6-6,0.48,0.17,1.06,0.29,-0.04,0.044,0.02,2.02,5.25,8.41
788,Kansas State,5-8-0,38.5,61.5,0.1,2013,21,8-5,8-4,0.63,0.67,0.73,1.03,1.07,0.103,1.34,1.0,3.44,7.03
789,Texas,5-8-0,38.5,61.5,-4.0,2013,33,8-5,8-5,0.35,-0.14,0.91,0.16,0.22,0.022,0.0,1.69,5.0,8.79
790,Navy,5-8-0,38.5,61.5,1.5,2013,61,9-4,8-4,0.05,0.29,-0.37,0.41,0.46,0.033,0.21,0.2,1.32,4.59
791,Arizona,5-8-0,38.5,61.5,-3.2,2013,26,8-5,7-5,0.52,0.46,0.79,0.78,0.62,0.096,0.58,1.47,4.15,7.54
792,Tulane,5-8-0,38.5,61.5,-5.6,2013,79,7-6,6-6,-0.24,-1.22,0.51,-0.14,0.03,-0.03,-0.42,0.14,0.84,3.64
793,Rutgers,5-8-0,38.5,61.5,3.8,2013,91,6-7,5-7,-0.36,-0.79,-0.21,-0.88,-0.75,-0.058,-0.49,0.54,2.3,5.72
794,Notre Dame,5-8-0,38.5,61.5,-1.8,2013,32,9-4,9-4,0.37,0.2,0.59,0.52,0.47,0.061,1.13,1.28,4.18,7.76
795,Middle Tennessee,5-8-0,38.5,61.5,-1.5,2013,82,8-5,7-5,-0.28,-0.59,-0.07,-0.07,-0.19,-0.024,0.18,0.22,1.5,4.49
796,Wisconsin,5-8-0,38.5,61.5,-3.3,2013,13,9-4,8-4,0.78,0.36,1.18,1.13,1.14,0.173,1.94,1.06,3.73,7.32
797,UCF,5-8-0,38.5,61.5,-0.7,2013,23,12-1,12-1,0.56,0.77,0.51,1.33,1.46,0.178,1.74,0.99,2.75,5.7
798,Kansas,4-7-1,36.4,63.6,-4.6,2013,98,3-9,2-9,-0.45,-1.3,0.33,-1.52,-1.47,-0.227,-2.13,1.11,3.73,7.16
799,South Alabama,4-7-1,36.4,63.6,-2.5,2013,75,6-6,6-5,-0.18,-0.37,-0.01,0.62,0.56,0.111,0.69,0.11,0.48,2.54
800,Bowling Green,5-9-0,35.7,64.3,-2.7,2013,31,10-4,9-4,0.37,0.16,0.4,1.37,1.55,0.19,1.21,0.22,1.29,4.13
801,Florida,4-8-0,33.3,66.7,-6.3,2013,34,4-8,4-7,0.34,-0.61,1.36,-0.06,-0.27,0.008,-0.62,1.87,4.54,7.79
802,Nevada,4-8-0,33.3,66.7,-2.8,2013,95,4-8,3-8,-0.39,-0.04,-0.62,-0.68,-0.7,-0.102,-1.82,1.2,2.64,5.35
803,Memphis,4-8-0,33.3,66.7,-3.6,2013,84,3-9,2-9,-0.29,-1.05,0.2,-0.81,-0.64,-0.092,-0.62,0.5,2.02,5.2
804,Akron,4-8-0,33.3,66.7,-7.0,2013,104,5-7,4-7,-0.59,-1.2,0.05,-0.66,-0.74,-0.077,-0.71,0.31,1.63,4.47
805,Western Michigan,4-8-0,33.3,66.7,-0.8,2013,114,1-11,1-10,-1.0,-1.6,-0.4,-1.54,-1.46,-0.226,-1.44,0.34,1.68,4.46
806,Central Michigan,4-8-0,33.3,66.7,-2.1,2013,109,6-6,5-6,-0.78,-1.1,-0.48,-0.52,-0.49,-0.088,-0.67,0.14,0.82,2.95
807,Northwestern,4-8-0,33.3,66.7,-1.7,2013,58,5-7,4-7,0.07,-0.34,0.56,-0.04,0.04,-0.015,-0.04,0.92,3.32,6.69
808,North Texas,4-9-0,30.8,69.2,-4.6,2013,60,9-4,9-4,0.06,-0.64,0.62,0.87,0.98,0.106,0.37,0.26,0.93,3.21
809,Ohio,4-9-0,30.8,69.2,-0.6,2013,103,7-6,6-6,-0.55,-0.98,-0.44,-0.58,-0.49,-0.036,-0.39,0.4,1.74,4.3
810,BYU,4-9-0,30.8,69.2,-6.2,2013,30,8-5,7-5,0.39,-0.04,1.03,0.57,0.41,0.102,0.61,0.83,3.51,7.73
811,North Carolina,4-9-0,30.8,69.2,-2.3,2013,43,7-6,6-6,0.27,0.01,0.61,0.4,0.33,0.028,0.08,0.5,2.69,7.03
812,USC,4-10-0,28.6,71.4,-0.5,2013,24,10-4,10-4,0.56,0.03,1.17,0.73,0.76,0.083,1.04,1.26,4.48,9.08
813,Wake Forest,3-8-1,27.3,72.7,-8.5,2013,74,4-8,3-8,-0.17,-1.02,0.56,-0.6,-0.6,-0.158,-1.07,1.18,2.86,5.91
814,Florida International,3-8-1,27.3,72.7,-3.5,2013,124,1-11,1-10,-1.37,-2.03,-0.67,-2.0,-2.06,-0.272,-3.09,0.46,1.81,4.19
